Vehicle_ID,Crash_ID,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit
V7468,20172094,No,No,No,60
V7469,20171143,No,No,No,50
V7470,20171070,No,Yes,No,100
V7471,20173082,Yes,Yes,No,50
V7472,20171235,No,No,No,80
V7473,20172050,No,No,No,100
V7474,20171262,No,No,No,100
V7475,20172078,No,No,No,50
V7476,20173100,No,No,No,80
V7477,20171017,No,No,No,40
V7478,20173226,No,No,No,60
V7479,20177002,No,No,No,80
V7480,20172042,No,No,No,70
V7481,20171345,No,No,No,50
V7482,20177025,No,No,No,100
V7483,20171118,No,No,No,100
V7484,20171166,Yes,No,No,50
V7485,20175152,No,Yes,No,110
V7486,20172155,No,No,No,60
V7487,20172074,No,No,No,50
V7488,20171240,No,No,No,100
V7489,20173125,No,No,No,60
V7490,20176003,No,No,No,100
V7491,20173172,No,No,No,80
V7492,20172199,No,No,No,100
V7493,20171054,No,No,Yes,100
V7494,20171196,No,No,Yes,110
V7495,20175060,No,No,No,110
V7496,20172081,No,Yes,No,100
V7497,20173078,No,No,No,100
V7498,20172196,No,No,No,60
V7499,20172051,No,No,No,60
V7500,20172141,No,No,No,100
V7501,20173021,No,No,No,70
V7502,20172237,No,No,No,60
V7503,20172148,No,No,No,100
V7504,20175110,No,No,No,110
V7505,20173163,No,No,No,80
V7506,20173027,No,No,No,100
V7507,20171162,No,No,Yes,110
V7508,20173158,No,No,No,100
V7509,20171194,No,No,No,60
V7510,20171057,No,No,No,100
V7511,20171106,No,No,No,100
V7512,20176004,No,No,No,100
V7513,20172206,No,No,No,80
V7514,20173029,No,No,No,80
V7515,20171081,No,No,No,50
V7516,20171128,No,No,No,50
V7517,20173098,No,No,No,80
V7518,20171094,Yes,No,No,80
V7519,20171221,No,No,No,100
V7520,20172095,No,No,No,60
V7521,20174033,No,No,No,100
V7522,20171101,No,No,No,60
V7523,20173189,No,No,No,80
V7524,20174063,No,No,No,60
V7525,20172197,No,No,No,110
V7526,20173219,No,No,No,100
V7527,20176018,No,No,No,80
V7528,20172118,No,No,No,100
V7529,20171332,No,No,No,50
V7530,20173074,No,No,Yes,100
V7531,20171308,No,No,No,60
V7532,20173156,No,Yes,No,100
V7533,20171129,No,No,No,50
V7534,20172153,No,No,No,60
V7535,20173108,No,No,No,60
V7536,20171220,No,Yes,Yes,80
V7537,20173066,No,Yes,No,100
V7538,20174054,No,No,No,80
V7539,20171267,No,No,No,90
V7540,20172202,No,No,No,40
V7541,20171174,No,No,No,50
V7542,20173077,No,No,No,100
V7543,20172208,No,No,No,80
V7544,20173178,No,Yes,No,40
V7545,20173177,No,No,No,50
V7546,20176033,No,No,No,80
V7547,20172158,No,No,No,100
V7548,20171177,No,No,Yes,110
V7549,20174008,No,No,No,80
V7550,20173210,No,No,No,80
V7551,20171284,No,No,No,70
V7552,20173006,No,No,No,60
V7553,20171140,No,No,No,50
V7554,20171155,No,No,No,50
V7555,20171233,No,No,No,110
V7556,20171268,No,No,No,90
V7557,20173201,No,No,No,100
V7558,20171295,No,No,No,60
V7559,20171201,No,No,No,70
V7560,20171137,No,Yes,No,100
V7561,20178004,No,No,No,80
V7562,20174017,No,No,No,100
V7563,20173208,No,No,No,50
V7564,20173223,No,No,No,70
V7565,20171172,No,No,No,60
V7566,20172129,No,No,No,60
V7567,20175099,No,No,No,50
V7568,20173044,No,No,No,50
V7569,20175096,No,No,No,80
V7570,20172115,No,No,No,100
V7571,20173155,No,No,No,100
V7572,20172091,No,No,No,60
V7573,20172072,No,No,Yes,50
V7574,20172033,No,Yes,No,100
V7575,20172031,No,No,No,100
V7576,20175080,No,No,No,60
V7577,20175005,No,No,No,80
V7578,20172213,No,Yes,No,60
V7579,20172165,No,No,No,70
V7580,20172038,No,No,No,100
V7581,20172135,No,No,No,50
V7582,20175071,No,No,No,90
V7583,20173147,No,No,No,100
V7584,20171002,No,No,No,60
V7585,20174016,No,No,No,60
V7586,20173135,No,No,No,100
V7587,20172105,Yes,No,No,100
V7588,20175049,No,No,No,50
V7589,20175069,No,No,No,50
V7590,20171126,No,No,No,80
V7591,20172130,No,No,No,110
V7592,20177005,No,No,No,130
V7593,20171167,No,No,No,80
V7594,20175116,No,No,No,80
V7595,20171222,No,No,No,110
V7596,20171016,No,No,No,100
V7597,20171059,No,No,No,100
V7598,20172178,No,No,No,100
V7599,20171270,No,No,No,60
V7600,20175025,No,No,No,110
V7601,20171027,No,No,No,50
V7602,20175114,No,No,No,50
V7603,20175092,No,No,No,70
V7604,20175136,Yes,No,No,70
V7605,20173046,No,No,No,100
V7606,20173227,No,No,No,80
V7607,20171095,No,No,No,50
V7608,20175085,No,No,No,110
V7609,20177022,No,No,No,110
V7610,20172192,No,No,No,70
V7611,20171036,No,No,No,100
V7612,20173205,No,No,No,60
V7613,20173034,No,No,No,60
V7614,20171076,No,No,Yes,80
V7615,20172029,No,No,No,80
V7616,20172209,No,No,No,100
V7617,20176025,No,No,No,50
V7618,20172086,No,No,Yes,80
V7619,20172150,No,No,No,80
V7620,20171263,No,No,No,100
V7621,20171285,No,No,No,60
V7622,20175108,No,No,No,60
V7623,20171102,No,No,No,100
V7624,20177026,No,No,No,80
V7625,20171290,No,No,No,100
V7626,20173002,No,No,No,60
V7627,20175135,No,Yes,No,100
V7628,20172085,No,No,No,100
V7629,20172032,No,No,No,80
V7630,20171325,No,No,No,110
V7631,20171045,No,No,Yes,100
V7632,20172075,No,No,No,40
V7633,20171021,No,No,Yes,90
V7634,20175030,No,No,No,60
V7635,20174080,No,No,No,60
V7636,20174029,No,Yes,No,110
V7637,20172227,No,No,No,100
V7638,20172159,No,No,No,60
V7639,20172096,No,No,No,60
V7640,20171260,No,No,No,100
V7641,20171300,No,No,No,50
V7642,20173025,No,No,No,80
V7643,20174077,No,No,No,100
V7644,20174047,No,No,No,110
V7645,20171004,No,No,No,100
V7646,20171265,No,Yes,No,60
V7647,20171075,Yes,No,No,50
V7648,20171258,No,No,No,100
V7649,20171031,No,No,No,100
V7650,20173057,No,No,No,100
V7651,20171255,No,Yes,No,80
V7652,20172058,No,No,No,100
V7653,20174036,No,No,No,50
V7654,20171014,No,Yes,No,40
V7655,20172016,No,No,No,100
V7656,20171304,No,No,No,100
V7657,20172117,No,No,No,100
V7658,20174044,No,No,No,110
V7659,20175103,No,No,No,110
V7660,20172062,No,No,No,100
V7661,20172219,No,No,No,60
V7662,20171098,No,No,Yes,100
V7663,20178001,No,No,No,100
V7664,20172119,No,No,Yes,100
V7665,20171023,Yes,No,No,80
V7666,20172228,No,No,Yes,100
V7667,20171238,No,No,No,100
V7668,20175120,No,No,Yes,80
V7669,20173112,No,Yes,No,80
V7670,20175125,No,No,No,110
V7671,20172152,No,No,No,60
V7672,20173221,No,No,No,100
V7673,20171231,No,No,No,100
V7674,20172164,No,No,No,100
V7675,20172221,No,No,Yes,60
V7676,20174089,No,No,No,50
V7677,20177017,No,No,No,80
V7678,20173136,No,No,No,100
V7679,20171044,No,Yes,No,60
V7680,20173001,No,No,No,100
V7681,20173164,No,No,No,60
V7682,20175105,No,No,No,110
V7683,20171187,No,No,No,100
V7684,20171092,No,No,No,100
V7685,20173192,No,No,Yes,100
V7686,20172240,No,No,No,100
V7687,20173167,No,No,No,70
V7688,20174092,No,No,No,50
V7689,20173187,No,No,No,60
V7690,20172035,No,No,No,60
V7691,20174011,No,No,No,110
V7692,20172177,No,No,No,80
V7693,20173168,No,No,No,50
V7694,20171329,No,No,No,100
V7695,20172205,No,No,No,80
V7696,20171259,No,No,No,100
V7697,20176020,No,No,No,100
V7698,20171104,No,No,No,100
V7699,20171299,No,No,No,70
V7700,20172110,No,No,No,80
V7701,20172210,No,No,No,100
V7702,20173111,No,No,No,80
V7703,20171205,No,No,No,40
V7704,20171241,No,No,No,50
V7705,20175042,No,No,No,110
V7706,20173033,No,No,No,70
V7707,20175112,No,No,No,110
V7708,20172142,No,No,Yes,100
V7709,20171138,No,No,No,100
V7710,20173087,Yes,No,No,60
V7711,20176005,No,No,No,50
V7712,20172108,No,No,No,100
V7713,20171108,No,No,Yes,100
V7714,20174091,No,No,Yes,60
V7715,20175109,No,No,No,50
V7716,20172015,No,Yes,No,80
V7717,20173088,No,No,Yes,80
V7718,20171215,No,No,No,50
V7719,20171293,No,No,No,100
V7720,20175077,No,No,No,110
V7721,20174062,No,No,No,100
V7722,20175106,No,No,No,60
V7723,20177018,No,No,No,60
V7724,20172114,No,No,No,70
V7725,20176034,No,No,No,60
V7726,20171141,No,No,No,110
V7727,20175018,No,No,No,110
V7728,20172162,No,No,No,50
V7729,20172131,No,No,No,100
V7730,20171291,No,No,No,50
V7731,20174081,No,No,No,110
V7732,20172030,No,No,No,100
V7733,20175148,No,No,No,50
V7734,20175137,No,No,No,50
V7735,20174079,No,No,No,70
V7736,20171015,No,No,No,100
V7737,20173071,No,No,No,100
V7738,20175115,No,No,No,70
V7739,20171099,No,No,No,50
V7740,20171217,No,No,No,60
V7741,20171317,No,No,No,70
V7742,20175039,No,No,No,110
V7743,20171301,No,No,Yes,100
V7744,20171033,No,No,No,80
V7745,20174065,No,No,No,40
V7746,20171210,No,No,Yes,80
V7747,20173106,No,No,No,60
V7748,20172055,No,No,No,100
V7749,20171303,No,No,No,40
V7750,20175023,No,No,No,110
V7751,20171114,No,Yes,No,50
V7752,20175003,No,Yes,No,110
V7753,20174056,No,No,Yes,110
V7754,20175032,No,No,No,100
V7755,20172179,No,Yes,No,80
V7756,20171256,No,No,No,80
V7757,20173159,No,No,No,110
V7758,20173067,No,No,No,80
V7759,20172036,No,No,No,100
V7760,20173170,Yes,No,No,50
V7761,20172138,No,No,No,50
V7762,20172097,No,No,No,100
V7763,20172140,No,No,No,70
V7764,20173063,No,No,No,60
V7765,20172214,No,No,No,110
V7766,20178005,No,No,No,60
V7767,20176030,No,Yes,No,100
V7768,20171348,No,No,No,50
V7769,20172239,No,No,No,60
V7770,20174071,No,No,No,100
V7771,20177016,No,No,No,100
V7772,20173206,No,No,No,60
V7773,20171080,No,No,Yes,110
V7774,20173151,No,No,No,110
V7775,20172080,No,No,No,100
V7776,20175134,No,No,No,110
V7777,20175149,No,No,No,110
V7778,20173198,No,No,No,70
V7779,20171003,No,No,No,100
V7780,20177013,No,No,No,100
V7781,20173176,No,No,No,60
V7782,20173094,No,No,No,80
V7783,20171013,No,No,No,60
V7784,20172156,No,No,No,100
V7785,20171312,No,No,No,110
V7786,20173051,No,No,No,60
V7787,20174001,No,No,No,50
V7788,20172060,No,Yes,No,100
V7789,20172161,No,No,No,100
V7790,20171176,No,No,No,50
V7791,20172021,No,No,No,100
V7792,20173036,No,No,No,100
V7793,20171288,No,No,No,100
V7794,20171153,No,Yes,No,80
V7795,20171112,No,No,No,60
V7796,20171349,No,No,No,60
V7797,20172112,No,No,No,80
V7798,20173039,No,No,Yes,80
V7799,20171190,No,Yes,No,110
V7800,20172170,No,No,Yes,100
V7801,20173032,Yes,No,No,80
V7802,20173224,No,No,No,100
V7803,20171225,No,No,No,80
V7804,20174052,No,No,No,40
V7805,20172173,No,No,No,100
V7806,20173101,No,No,No,100
V7807,20173064,No,No,Yes,100
V7808,20171120,No,No,Yes,80
V7809,20172077,No,No,No,100
V7810,20172101,No,No,No,100
V7811,20171251,No,No,Yes,110
V7812,20174039,No,Yes,No,110
V7813,20172190,No,No,No,100
V7814,20171130,No,No,Yes,90
V7815,20171331,No,No,No,50
V7816,20174022,No,No,No,90
V7817,20176012,No,No,No,60
V7818,20172226,No,No,No,100
V7819,20172047,No,No,No,100
V7820,20175150,No,No,No,90
V7821,20171178,No,No,No,100
V7822,20173191,No,No,No,80
V7823,20173060,No,No,No,50
V7824,20176019,No,No,No,100
V7825,20171323,No,No,No,100
V7826,20173080,No,No,No,80
V7827,20173166,No,No,No,50
V7828,20171011,No,No,No,100
V7829,20175128,No,Yes,No,50
V7830,20171287,No,Yes,No,60
V7831,20173007,No,No,No,100
V7832,20172098,No,No,No,60
V7833,20171042,No,No,No,70
V7834,20175146,No,No,No,80
V7835,20171083,No,Yes,No,60
V7836,20171347,No,Yes,No,80
V7837,20171062,No,No,No,80
V7838,20171273,No,No,No,100
V7839,20172160,No,No,No,50
V7840,20173013,No,No,No,80
V7841,20173161,No,No,No,70
V7842,20171074,No,No,No,50
V7843,20175082,No,No,No,110
V7844,20172169,No,No,No,60
V7845,20175139,No,No,No,70
V7846,20173028,No,No,No,100
V7847,20171320,No,Yes,No,70
V7848,20173072,No,No,No,80
V7849,20171058,No,No,No,100
V7850,20173128,No,No,No,90
V7851,20172002,No,No,No,60
V7852,20171049,No,No,No,70
V7853,20173193,No,No,No,50
V7854,20172203,No,No,No,100
V7855,20173061,No,No,No,80
V7856,20175064,No,No,No,110
V7857,20175058,No,No,No,100
V7858,20172092,No,No,No,100
V7859,20172104,No,No,No,100
V7860,20175089,No,No,No,70
V7861,20171026,No,No,No,50
V7862,20171204,No,No,No,100
V7863,20173148,No,No,No,80
V7864,20171107,No,No,Yes,60
V7865,20173134,No,No,No,60
V7866,20172151,No,No,No,100
V7867,20171274,No,No,No,100
V7868,20173020,No,No,No,100
V7869,20174053,No,No,No,100
V7870,20173202,Yes,No,No,50
V7871,20173123,No,No,Yes,100
V7872,20173157,No,Yes,Yes,100
V7873,20175129,No,No,No,60
V7874,20171136,No,Yes,Yes,100
V7875,20171018,No,No,No,100
V7876,20175062,No,No,No,70
V7877,20172008,No,No,Yes,110
V7878,20173018,No,No,No,100
V7879,20172011,No,No,No,60
V7880,20171340,No,No,No,90
V7881,20171271,No,No,No,80
V7882,20175097,No,No,No,60
V7883,20173022,No,No,No,50
V7884,20177024,No,No,No,130
V7885,20172041,No,No,No,100
V7886,20175024,No,No,No,110
V7887,20171330,Yes,No,Yes,100
V7888,20171121,No,No,No,60
V7889,20177004,No,No,No,110
V7890,20175044,No,No,No,80
V7891,20172183,No,No,No,100
V7892,20173218,No,No,No,100
V7893,20174045,No,No,No,40
V7894,20171032,No,No,No,100
V7895,20161191,No,No,No,80
V7896,20165025,No,No,No,110
V7897,20167007,No,No,No,130
V7898,20164048,No,No,No,110
V7899,20161231,No,No,No,80
V7900,20165110,No,No,No,110
V7901,20165162,No,No,No,110
V7902,20161340,No,Yes,No,100
V7903,20165062,No,No,Yes,110
V7904,20165027,No,No,No,110
V7905,20161087,No,No,No,100
V7906,20161054,No,No,No,60
V7907,20165081,No,No,Yes,110
V7908,20164021,No,No,No,100
V7909,20165039,No,No,No,70
V7910,20161144,No,No,No,80
V7911,20164011,No,No,No,100
V7912,20161221,No,No,No,100
V7913,20161004,No,No,No,100
V7914,20165105,No,No,No,70
V7915,20166004,No,No,No,80
V7916,20167014,No,No,No,60
V7917,20161135,No,No,Yes,100
V7918,20161129,No,No,No,80
V7919,20165113,No,Yes,Yes,110
V7920,20166005,No,No,No,110
V7921,20161211,No,No,No,70
V7922,20161244,No,No,No,100
V7923,20161010,No,No,No,80
V7924,20161115,No,No,No,50
V7925,20161079,No,No,No,80
V7926,20161066,No,No,No,110
V7927,20167005,No,No,Yes,130
V7928,20161262,No,No,Yes,100
V7929,20164004,No,No,No,110
V7930,20161303,No,No,No,50
V7931,20165012,No,No,No,50
V7932,20161320,No,No,No,80
V7933,20161124,No,No,No,50
V7934,20164045,No,No,Yes,100
V7935,20161271,No,No,No,100
V7936,20161151,No,No,No,100
V7937,20164037,No,No,No,60
V7938,20165131,No,No,No,60
V7939,20161082,No,No,No,100
V7940,20167009,No,No,No,100
V7941,20161161,No,No,No,60
V7942,20165088,No,No,No,110
V7943,20165158,No,No,No,90
V7944,20161194,No,No,No,50
V7945,20165151,No,No,No,110
V7946,20161168,No,No,No,80
V7947,20161167,No,No,No,60
V7948,20165036,No,No,No,50
V7949,20166006,No,No,No,100
V7950,20165043,No,No,No,60
V7951,20165117,No,Yes,No,100
V7952,20165126,No,No,No,110
V7953,20167031,No,No,No,110
V7954,20161251,No,No,Yes,80
V7955,20167023,No,No,No,130
V7956,20161261,No,Yes,No,80
V7957,20161288,No,No,No,100
V7958,20161015,No,No,No,40
V7959,20161235,No,No,No,50
V7960,20164006,No,No,No,80
V7961,20161322,No,No,No,50
V7962,20161226,No,No,No,60
V7963,20165066,No,No,No,110
V7964,20161253,No,No,No,50
V7965,20164020,No,No,No,80
V7966,20161250,No,No,No,70
V7967,20161142,No,No,No,110
V7968,20167038,No,No,No,130
V7969,20167035,No,No,No,50
V7970,20165089,No,No,No,60
V7971,20165041,No,No,No,70
V7972,20165011,No,No,No,110
V7973,20165136,No,No,No,80
V7974,20166029,No,No,No,80
V7975,20161042,No,No,No,60
V7976,20164052,No,No,Yes,110
V7977,20164008,No,No,No,100
V7978,20161214,No,No,No,60
V7979,20168008,No,No,No,100
V7980,20165156,No,No,No,110
V7981,20161086,No,No,No,80
V7982,20165077,No,No,No,80
V7983,20161076,No,No,No,100
V7984,20161232,No,No,No,100
V7985,20165168,No,No,No,90
V7986,20165078,No,No,No,60
V7987,20165119,No,No,No,110
V7988,20165003,No,No,No,100
V7989,20164062,No,No,No,100
V7990,20161055,No,No,No,100
V7991,20161099,No,No,No,100
V7992,20161179,No,No,No,80
V7993,20165160,No,No,No,50
V7994,20161053,No,Yes,No,60
V7995,20161354,No,No,No,50
V7996,20161145,No,No,No,100
V7997,20161272,No,No,Yes,70
V7998,20161223,No,Yes,No,100
V7999,20161035,No,No,No,100
V8000,20164071,Yes,No,No,50
V8001,20161195,No,No,No,50
V8002,20164057,No,No,No,80
V8003,20164016,No,Yes,No,110
V8004,20165087,No,No,No,110
V8005,20166002,No,No,No,90
V8006,20161047,No,No,Yes,110
V8007,20161017,No,No,No,80
V8008,20167018,No,No,No,110
V8009,20167013,No,No,Yes,10
V8010,20167040,No,No,No,110
V8011,20166021,No,No,No,40
V8012,20161089,No,No,No,100
V8013,20161202,No,No,No,80
V8014,20161071,No,No,No,50
V8015,20164017,No,No,No,60
V8016,20164059,Yes,No,No,60
V8017,20165023,No,No,No,60
V8018,20161273,No,No,No,110
V8019,20165121,No,No,No,110
V8020,20165138,No,No,No,110
V8021,20166030,No,No,No,80
V8022,20161330,No,No,No,110
V8023,20164075,No,No,No,110
V8024,20167037,No,No,No,130
V8025,20164013,No,No,No,50
V8026,20167016,No,No,Yes,100
V8027,20161336,No,No,No,80
V8028,20165122,No,No,No,110
V8029,20165018,No,No,No,110
V8030,20165069,No,No,No,110
V8031,20161090,Yes,No,No,50
V8032,20161227,No,No,No,80
V8033,20161296,No,No,No,50
V8034,20164053,No,No,No,100
V8035,20165167,No,No,No,110
V8036,20168001,No,No,No,60
V8037,20161178,No,No,No,50
V8038,20161188,No,No,No,60
V8039,20165170,No,No,No,70
V8040,20161116,No,Yes,Yes,80
V8041,20165101,No,No,No,50
V8042,20161352,No,No,No,110
V8043,20161242,No,No,No,100
V8044,20161356,No,No,No,100
V8045,20168003,No,No,No,80
V8046,20165022,No,No,No,50
V8047,20161143,No,No,No,60
V8048,20167012,No,No,No,110
V8049,20164049,No,No,No,40
V8050,20161238,No,No,No,70
V8051,20164022,No,No,Yes,110
V8052,20161277,No,No,No,110
V8053,20161110,No,No,No,110
V8054,20161209,No,Yes,No,100
V8055,20165071,No,No,No,70
V8056,20161329,No,No,No,100
V8057,20165038,No,No,No,80
V8058,20161081,No,No,No,80
V8059,20164065,No,No,No,100
V8060,20165128,No,No,No,80
V8061,20165086,No,No,No,110
V8062,20166008,No,No,No,100
V8063,20161346,No,No,No,100
V8064,20161051,No,No,No,60
V8065,20165097,No,No,No,70
V8066,20161153,No,No,No,70
V8067,20164023,No,No,No,60
V8068,20161308,No,No,No,100
V8069,20161020,No,No,No,50
V8070,20161092,No,No,No,50
V8071,20168009,No,No,No,70
V8072,20164031,No,No,No,110
V8073,20161323,No,No,No,60
V8074,20161171,No,No,No,60
V8075,20164034,No,No,No,80
V8076,20161100,No,No,No,100
V8077,20161138,No,No,Yes,100
V8078,20165109,No,Yes,No,60
V8079,20161247,No,No,No,50
V8080,20161207,No,No,No,80
V8081,20165149,No,No,No,80
V8082,20168011,No,No,Yes,100
V8083,20161279,No,No,No,110
V8084,20161181,No,Yes,No,100
V8085,20161003,No,Yes,No,100
V8086,20161014,No,No,No,50
V8087,20161170,Yes,No,No,40
V8088,20161173,No,No,No,60
V8089,20165053,No,No,No,100
V8090,20166016,No,No,No,100
V8091,20161292,No,No,No,80
V8092,20161230,No,No,Yes,110
V8093,20161026,No,No,No,60
V8094,20161278,No,No,Yes,80
V8095,20165085,No,No,No,90
V8096,20161215,No,Yes,No,40
V8097,20161343,No,No,No,80
V8098,20165007,No,No,No,70
V8099,20161245,No,No,No,60
V8100,20164035,No,No,No,80
V8101,20161335,No,No,No,90
V8102,20166012,No,No,No,100
V8103,20161198,No,No,No,100
V8104,20166019,No,No,No,100
V8105,20164056,No,No,No,110
V8106,20164060,No,No,No,80
V8107,20161169,No,No,Yes,90
V8108,20165146,No,No,No,70
V8109,20166025,No,No,No,60
V8110,20164063,No,No,No,100
V8111,20161218,No,No,No,40
V8112,20161339,Yes,No,No,60
V8113,20165165,No,No,No,70
V8114,20165102,No,No,No,110
V8115,20161203,No,No,No,100
V8116,20165157,No,No,No,90
V8117,20161149,No,No,No,80
V8118,20161302,No,Yes,No,80
V8119,20164039,No,No,No,50
V8120,20165010,No,No,No,100
V8121,20161112,No,No,No,60
V8122,20161056,No,No,No,80
V8123,20161291,No,Yes,No,70
V8124,20161029,No,No,No,100
V8125,20165024,No,No,No,110
V8126,20161338,No,No,Yes,80
V8127,20161300,Yes,No,No,60
V8128,20161219,No,No,No,60
V8129,20161061,No,No,No,100
V8130,20161031,No,No,No,100
V8131,20161206,No,No,No,100
V8132,20164041,No,No,No,60
V8133,20161057,No,No,No,100
V8134,20165067,Yes,No,No,60
V8135,20164054,No,Yes,No,80
V8136,20161328,No,No,No,100
V8137,20161028,No,No,No,60
V8138,20165133,No,No,No,70
V8139,20161353,No,No,No,100
V8140,20167022,No,No,No,130
V8141,20161349,No,No,No,100
V8142,20167024,No,No,No,110
V8143,20161246,No,No,No,50
V8144,20161108,No,No,No,100
V8145,20161176,No,No,No,80
V8146,20165050,No,No,No,110
V8147,20161289,Yes,No,No,60
V8148,20161080,No,No,No,100
V8149,20164047,No,No,No,80
V8150,20161184,No,No,No,100
V8151,20161268,No,No,No,50
V8152,20161314,No,No,No,100
V8153,20161248,No,No,No,110
V8154,20161091,No,No,No,100
V8155,20165095,No,No,No,70
V8156,20165009,No,No,No,100
V8157,20161088,No,No,No,60
V8158,20165103,No,No,No,90
V8159,20161234,No,No,No,90
V8160,20161205,No,No,No,50
V8161,20165140,No,No,No,60
V8162,20164066,No,No,No,100
V8163,20167011,No,No,No,80
V8164,20165068,No,No,No,110
V8165,20161317,No,No,No,60
V8166,20164005,No,No,No,110
V8167,20161225,No,No,No,100
V8168,20165123,No,No,No,110
V8169,20161052,No,No,No,80
V8170,20161033,No,Yes,No,80
V8171,20161019,No,No,No,60
V8172,20165028,No,Yes,No,60
V8173,20167001,No,No,No,110
V8174,20161156,No,No,No,80
V8175,20167033,No,No,No,110
V8176,20161193,No,No,No,50
V8177,20164015,No,No,No,80
V8178,20165099,No,Yes,No,110
V8179,20165058,No,No,No,110
V8180,20161059,No,No,No,80
V8181,20161147,No,No,No,70
V8182,20161204,No,No,No,100
V8183,20164067,No,No,Yes,90
V8184,20165017,No,No,Yes,110
V8185,20164026,No,No,No,110
V8186,20165031,No,No,No,80
V8187,20161286,No,No,No,80
V8188,20166023,Yes,No,No,50
V8189,20165143,No,No,No,60
V8190,20165037,No,No,No,50
V8191,20161075,No,No,No,100
V8192,20165106,No,No,No,80
V8193,20161216,No,No,No,110
V8194,20165150,No,No,No,50
V8195,20166001,No,No,No,100
V8196,20167025,No,No,No,130
V8197,20161152,No,No,No,50
V8198,20161063,No,No,No,100
V8199,20168006,No,No,No,100
V8200,20165073,No,No,No,110
V8201,20161041,No,No,No,100
V8202,20164033,No,No,No,50
V8203,20161109,No,No,No,80
V8204,20161197,No,No,No,40
V8205,20161192,No,No,No,90
V8206,20161130,No,No,No,110
V8207,20165094,No,No,No,110
V8208,20165046,No,No,No,80
V8209,20161131,No,No,No,90
V8210,20164042,No,No,No,100
V8211,20161280,No,No,No,70
V8212,20161350,No,No,No,50
V8213,20165054,No,No,No,110
V8214,20161034,No,No,No,50
V8215,20165152,No,No,No,110
V8216,20161096,No,No,No,50
V8217,20161128,No,No,No,100
V8218,20165055,No,No,No,100
V8219,20161275,No,No,No,40
V8220,20161102,No,No,No,80
V8221,20161119,No,No,No,50
V8222,20161290,No,No,No,60
V8223,20161162,No,No,No,100
V8224,20165084,No,No,Yes,50
V8225,20165090,No,No,No,100
V8226,20167028,No,No,No,100
V8227,20167015,No,No,No,110
V8228,20161307,No,No,No,100
V8229,20161344,No,No,No,50
V8230,20165083,No,No,No,110
V8231,20165144,No,No,No,110
V8232,20161304,No,No,No,80
V8233,20165005,No,No,No,110
V8234,20168005,No,No,No,100
V8235,20165056,No,No,No,90
V8236,20161293,No,Yes,No,100
V8237,20161228,No,No,No,50
V8238,20161243,No,No,No,90
V8239,20161284,No,No,No,70
V8240,20161326,Yes,No,No,50
V8241,20164003,No,No,No,110
V8242,20165001,No,No,No,60
V8243,20161239,No,No,No,100
V8244,20165029,No,No,No,60
V8245,20161039,No,No,No,100
V8246,20161113,No,No,No,70
V8247,20161258,No,No,No,100
V8248,20161185,No,No,No,100
V8249,20161122,No,No,No,60
V8250,20164051,No,No,No,60
V8251,20161007,No,No,No,60
V8252,20161146,No,No,No,60
V8253,20161240,No,No,No,60
V8254,20164012,No,No,No,100
V8255,20161024,No,No,No,100
V8256,20161269,No,No,No,80
V8257,20161157,No,No,No,80
V8258,20164025,No,No,No,50
V8259,20161067,No,No,Yes,100
V8260,20161095,No,No,No,90
V8261,20165064,No,No,No,110
V8262,20161044,No,No,No,100
V8263,20161137,No,No,No,80
V8264,20165048,No,No,No,80
V8265,20165051,No,No,No,110
V8266,20161101,No,No,No,50
V8267,20165120,No,No,No,50
V8268,20161064,No,No,No,100
V8269,20161172,No,No,No,60
V8270,20167020,No,No,No,70
V8271,20161325,No,No,Yes,100
V8272,20161005,No,No,No,50
V8273,20165042,No,No,No,110
V8274,20164074,No,No,No,80
V8275,20161148,No,No,No,50
V8276,20161140,No,No,Yes,100
V8277,20164014,No,No,No,50
V8278,20166009,No,No,Yes,100
V8279,20164007,No,No,Yes,80
V8280,20165166,No,No,No,50
V8281,20161166,No,No,No,100
V8282,20161123,No,No,No,100
V8283,20161186,No,No,No,50
V8284,20161217,No,No,No,50
V8285,20161265,No,Yes,No,70
V8286,20165061,No,No,No,60
V8287,20161155,No,Yes,No,60
V8288,20161210,No,No,No,50
V8289,20167019,No,No,No,60
V8290,20165013,No,No,No,100
V8291,20161254,No,No,No,100
V8292,20161032,No,No,No,100
V8293,20161310,No,Yes,No,80
V8294,20161196,No,No,No,80
V8295,20161001,No,No,No,110
V8296,20166024,No,No,No,60
V8297,20164046,No,Yes,No,70
V8298,20161097,No,No,No,50
V8299,20164001,No,No,Yes,100
V8300,20164064,No,No,No,110
V8301,20161038,No,No,No,90
V8302,20161183,No,No,No,80
V8303,20168007,No,No,No,50
V8304,20165035,No,No,No,110
V8305,20165163,No,No,No,80
V8306,20161319,No,No,No,80
V8307,20161180,No,No,No,60
V8308,20161011,No,No,No,100
V8309,20161224,No,No,No,80
V8310,20161276,No,No,No,110
V8311,20161301,No,No,No,100
V8312,20167039,No,No,No,80
V8313,20161118,No,No,No,90
V8314,20164030,No,No,No,50
V8315,20161021,No,No,No,50
V8316,20167002,No,No,No,110
V8317,20165164,No,No,No,70
V8318,20161318,No,No,No,80
V8319,20165145,No,No,No,50
