Participant ID,Gender,Age,Age Group,Road User,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement
7906,Female,36,26_to_39,Driver,No,No,No
7907,Male,33,26_to_39,Driver,No,No,No
7908,Male,40,40_to_64,Motorcycle rider,No,Yes,No
7909,Male,27,26_to_39,Driver,No,Yes,No
7910,Male,22,17_to_25,Passenger,No,No,No
7911,Male,25,17_to_25,Driver,No,No,No
7912,Male,65,65_to_74,Pedestrian,No,No,Yes
7913,Male,39,26_to_39,Driver,No,No,No
7914,Female,16,0_to_16,Passenger,No,No,No
7915,Female,34,26_to_39,Passenger,No,No,No
7916,Male,79,75_or_older,Driver,No,No,No
7917,Female,39,26_to_39,Passenger,No,No,Yes
7918,Male,41,40_to_64,Driver,No,No,Yes
7919,Male,28,26_to_39,Passenger,No,No,No
7920,Male,21,17_to_25,Passenger,No,No,No
7921,Male,82,75_or_older,Pedestrian,No,No,No
7922,Male,31,26_to_39,Driver,No,No,No
7923,Female,28,26_to_39,Driver,No,No,No
7924,Male,55,40_to_64,Driver,No,No,No
7925,Male,35,26_to_39,Pedestrian,No,No,Yes
7926,Male,27,26_to_39,Driver,No,No,No
7927,Male,32,26_to_39,Driver,No,No,No
7928,Male,18,17_to_25,Driver,No,No,No
7929,Male,21,17_to_25,Driver,No,No,No
7930,Male,52,40_to_64,Driver,No,No,No
7931,Male,54,40_to_64,Passenger,No,No,No
7932,Male,29,26_to_39,Driver,No,No,No
7933,Male,17,17_to_25,Driver,No,No,No
7934,Female,19,17_to_25,Driver,No,No,No
7935,Female,67,65_to_74,Driver,No,No,No
7936,Male,18,17_to_25,Passenger,No,No,No
7937,Male,48,40_to_64,Pedal cyclist,No,No,No
7938,Male,29,26_to_39,Motorcycle rider,No,No,No
7939,Female,85,75_or_older,Driver,No,No,No
7940,Male,61,40_to_64,Motorcycle rider,No,No,No
7941,Male,51,40_to_64,Driver,No,No,No
7942,Male,31,26_to_39,Motorcycle rider,No,No,No
7943,Female,33,26_to_39,Passenger,No,No,No
7944,Male,67,65_to_74,Motorcycle rider,No,No,No
7945,Male,22,17_to_25,Driver,No,No,No
7946,Male,26,26_to_39,Passenger,No,No,No
7947,Female,75,75_or_older,Driver,No,No,No
7948,Male,17,17_to_25,Motorcycle rider,No,No,No
7949,Female,57,40_to_64,Passenger,No,No,No
7950,Female,69,65_to_74,Pedestrian,No,No,No
7951,Male,50,40_to_64,Driver,No,No,No
7952,Male,20,17_to_25,Passenger,No,Yes,No
7953,Male,32,26_to_39,Driver,No,Yes,No
7954,Male,51,40_to_64,Motorcycle rider,No,No,No
7955,Male,45,40_to_64,Motorcycle rider,No,No,No
7956,Female,25,17_to_25,Driver,No,Yes,No
7957,Female,74,65_to_74,Pedestrian,No,No,No
7958,Male,58,40_to_64,Driver,No,No,No
7959,Female,98,75_or_older,Passenger,No,No,No
7960,Male,61,40_to_64,Motorcycle rider,No,No,No
7961,Male,25,17_to_25,Driver,No,Yes,Yes
7962,Female,39,26_to_39,Pedestrian,No,Yes,No
7963,Male,55,40_to_64,Driver,No,No,No
7964,Female,83,75_or_older,Driver,No,No,No
7965,Male,84,75_or_older,Driver,No,No,No
7966,Female,16,0_to_16,Passenger,No,No,No
7967,Female,27,26_to_39,Passenger,No,No,No
7968,Male,35,26_to_39,Driver,No,No,No
7969,Male,72,65_to_74,Pedestrian,No,Yes,No
7970,Male,71,65_to_74,Pedestrian,No,No,No
7971,Male,65,65_to_74,Driver,No,No,No
7972,Male,87,75_or_older,Driver,No,No,No
7973,Male,64,40_to_64,Motorcycle rider,No,No,No
7974,Male,76,75_or_older,Driver,No,No,No
7975,Male,21,17_to_25,Motorcycle rider,No,No,No
7976,Male,67,65_to_74,Pedestrian,No,No,No
7977,Female,78,75_or_older,Pedestrian,No,No,No
7978,Female,84,75_or_older,Passenger,No,No,No
7979,Female,66,65_to_74,Pedestrian,No,No,No
7980,Male,94,75_or_older,Pedestrian,No,No,No
7981,Male,47,40_to_64,Driver,No,No,No
7982,Male,0,0_to_16,Passenger,No,No,No
7983,Female,4,0_to_16,Passenger,No,No,No
7984,Female,38,26_to_39,Driver,No,No,No
7985,Male,43,40_to_64,Pedestrian,No,No,No
7986,Female,80,75_or_older,Driver,No,No,Yes
7987,Male,96,75_or_older,Passenger,No,No,Yes
7988,Female,64,40_to_64,Driver,No,No,No
7989,Male,21,17_to_25,Driver,No,No,Yes
7990,Male,3,0_to_16,Pedestrian,No,No,No
7991,Female,77,75_or_older,Driver,No,No,Yes
7992,Female,71,65_to_74,Passenger,No,No,Yes
7993,Male,24,17_to_25,Driver,No,No,No
7994,Male,48,40_to_64,Passenger,No,No,No
7995,Male,41,40_to_64,Passenger,No,No,No
7996,Female,28,26_to_39,Passenger,No,Yes,No
7997,Female,51,40_to_64,Driver,No,No,Yes
7998,Male,74,65_to_74,Pedestrian,No,No,No
7999,Male,64,40_to_64,Pedestrian,No,No,No
8000,Male,26,26_to_39,Driver,No,No,No
8001,Male,30,26_to_39,Driver,No,Yes,No
8002,Female,56,40_to_64,Pedestrian,No,No,Yes
8003,Female,45,40_to_64,Passenger,No,No,Yes
8004,Male,46,40_to_64,Driver,No,No,Yes
8005,Male,84,75_or_older,Driver,No,No,No
8006,Male,22,17_to_25,Pedestrian,No,No,No
8007,Male,37,26_to_39,Motorcycle rider,No,No,No
8008,Male,84,75_or_older,Driver,No,No,No
8009,Male,66,65_to_74,Driver,No,No,No
8010,Male,44,40_to_64,Pedestrian,No,No,Yes
8011,Male,51,40_to_64,Driver,No,No,No
8012,Female,47,40_to_64,Driver,No,No,No
8013,Male,22,17_to_25,Driver,No,No,No
8014,Male,40,40_to_64,Driver,No,No,No
8015,Male,70,65_to_74,Driver,No,No,No
8016,Male,34,26_to_39,Driver,No,No,No
8017,Male,46,40_to_64,Driver,No,Yes,No
8018,Female,19,17_to_25,Pedestrian,No,No,No
8019,Male,77,75_or_older,Pedestrian,Yes,No,No
8020,Male,36,26_to_39,Driver,No,No,No
8021,Male,42,40_to_64,Passenger,Yes,No,Yes
8022,Male,30,26_to_39,Driver,Yes,No,Yes
8023,Male,44,40_to_64,Passenger,Yes,No,Yes
8024,Male,30,26_to_39,Passenger,Yes,No,No
8025,Male,57,40_to_64,Motorcycle rider,No,No,No
8026,Male,21,17_to_25,Motorcycle rider,No,Yes,Yes
8027,Male,63,40_to_64,Driver,No,No,No
8028,Male,58,40_to_64,Motorcycle rider,No,No,No
8029,Female,59,40_to_64,Pedestrian,No,No,No
8030,Male,48,40_to_64,Motorcycle rider,No,No,No
8031,Female,35,26_to_39,Motorcycle rider,No,No,No
8032,Female,34,26_to_39,Motorcycle rider,No,No,No
8033,Male,45,40_to_64,Pedal cyclist,No,No,No
8034,Male,26,26_to_39,Motorcycle rider,No,No,No
8035,Male,23,17_to_25,Passenger,No,No,No
8036,Male,67,65_to_74,Pedestrian,No,No,No
8037,Male,21,17_to_25,Driver,No,No,Yes
8038,Male,30,26_to_39,Motorcycle rider,No,No,No
8039,Male,25,17_to_25,Driver,No,No,No
8040,Male,18,17_to_25,Passenger,No,No,No
8041,Male,55,40_to_64,Motorcycle rider,No,No,No
8042,Male,62,40_to_64,Motorcycle rider,No,No,No
8043,Male,78,75_or_older,Passenger,No,No,No
8044,Male,6,0_to_16,Motorcycle rider,No,No,No
8045,Male,74,65_to_74,Driver,No,No,Yes
8046,Male,21,17_to_25,Driver,No,No,No
8047,Female,25,17_to_25,Passenger,No,No,No
8048,Male,50,40_to_64,Driver,No,No,No
8049,Male,30,26_to_39,Pedestrian,No,No,No
8050,Male,42,40_to_64,Driver,No,No,No
8051,Male,17,17_to_25,Motorcycle rider,No,Yes,No
8052,Male,30,26_to_39,Driver,No,No,No
8053,Male,22,17_to_25,Driver,No,No,No
8054,Male,31,26_to_39,Motorcycle rider,No,No,No
8055,Female,18,17_to_25,Passenger,No,No,No
8056,Male,26,26_to_39,Driver,No,No,No
8057,Male,36,26_to_39,Driver,No,No,No
8058,Male,35,26_to_39,Motorcycle rider,No,No,Yes
8059,Male,63,40_to_64,Driver,No,Yes,No
8060,Female,55,40_to_64,Driver,Yes,No,No
8061,Female,65,65_to_74,Passenger,No,No,Yes
8062,Male,66,65_to_74,Driver,No,No,Yes
8063,Male,47,40_to_64,Passenger,No,No,No
8064,Female,65,65_to_74,Motorcycle rider,No,No,No
8065,Female,83,75_or_older,Passenger,No,No,No
8066,Male,36,26_to_39,Driver,No,No,No
8067,Male,26,26_to_39,Driver,No,No,No
8068,Female,19,17_to_25,Driver,No,No,No
8069,Male,21,17_to_25,Passenger,No,No,No
8070,Female,42,40_to_64,Driver,No,No,No
8071,Female,32,26_to_39,Pedestrian,Yes,No,No
8072,Female,80,75_or_older,Passenger,Yes,No,No
8073,Female,95,75_or_older,Passenger,Yes,No,No
8074,Female,91,75_or_older,Passenger,Yes,No,No
8075,Male,70,65_to_74,Motorcycle rider,No,No,No
8076,Male,79,75_or_older,Pedestrian,No,No,No
8077,Male,66,65_to_74,Pedestrian,No,No,No
8078,Female,60,40_to_64,Pedestrian,No,No,No
8079,Male,35,26_to_39,Pedestrian,No,No,No
8080,Female,31,26_to_39,Driver,No,No,No
8081,Female,27,26_to_39,Pedestrian,No,No,No
8082,Male,57,40_to_64,Driver,No,No,No
8083,Female,60,40_to_64,Driver,No,No,No
8084,Female,93,75_or_older,Driver,No,Yes,No
8085,Male,80,75_or_older,Pedestrian,Yes,Yes,No
8086,Male,34,26_to_39,Driver,No,No,No
8087,Male,80,75_or_older,Driver,No,No,No
8088,Male,80,75_or_older,Driver,No,No,No
8089,Female,93,75_or_older,Pedestrian,No,No,No
8090,Male,33,26_to_39,Motorcycle rider,No,No,No
8091,Female,58,40_to_64,Pedestrian,No,No,No
8092,Male,23,17_to_25,Motorcycle rider,No,No,No
8093,Male,44,40_to_64,Pedestrian,No,No,No
8094,Male,24,17_to_25,Driver,No,No,No
8095,Male,22,17_to_25,Driver,No,No,No
8096,Male,36,26_to_39,Driver,No,No,No
8097,Male,48,40_to_64,Motorcycle rider,No,No,No
8098,Female,62,40_to_64,Driver,No,No,No
8099,Male,75,75_or_older,Passenger,Yes,No,No
8100,Male,44,40_to_64,Passenger,No,Yes,No
8101,Male,83,75_or_older,Driver,No,No,No
8102,Male,49,40_to_64,Motorcycle rider,No,No,No
8103,Female,4,0_to_16,Passenger,No,No,No
8104,Female,19,17_to_25,Pedestrian,No,No,No
8105,Male,26,26_to_39,Driver,No,No,No
8106,Male,41,40_to_64,Pedestrian,No,No,No
8107,Male,36,26_to_39,Driver,No,No,No
8108,Male,63,40_to_64,Driver,No,No,Yes
8109,Female,17,17_to_25,Driver,No,No,Yes
8110,Male,19,17_to_25,Driver,No,No,Yes
8111,Female,15,0_to_16,Passenger,No,No,Yes
8112,Male,53,40_to_64,Driver,No,No,No
8113,Male,21,17_to_25,Driver,No,Yes,No
8114,Male,86,75_or_older,Driver,No,No,No
8115,Male,68,65_to_74,Motorcycle rider,No,No,No
8116,Female,30,26_to_39,Driver,No,No,No
8117,Female,26,26_to_39,Driver,No,No,No
8118,Male,52,40_to_64,Pedestrian,No,No,No
8119,Female,75,75_or_older,Pedestrian,No,No,No
8120,Male,62,40_to_64,Motorcycle rider,No,No,No
8121,Male,44,40_to_64,Driver,No,No,No
8122,Male,19,17_to_25,Pedestrian,No,No,No
8123,Female,43,40_to_64,Driver,No,No,No
8124,Male,9,0_to_16,Passenger,No,No,Yes
8125,Male,12,0_to_16,Passenger,No,No,Yes
8126,Male,45,40_to_64,Driver,No,No,No
8127,Female,45,40_to_64,Motorcycle rider,No,No,No
8128,Male,64,40_to_64,Driver,No,No,No
8129,Male,28,26_to_39,Driver,No,No,No
8130,Female,49,40_to_64,Driver,No,No,No
8131,Male,42,40_to_64,Motorcycle rider,No,No,No
8132,Female,26,26_to_39,Driver,No,No,No
8133,Female,91,75_or_older,Pedestrian,No,No,No
8134,Male,86,75_or_older,Driver,No,No,No
8135,Female,23,17_to_25,Driver,No,No,No
8136,Female,24,17_to_25,Pedestrian,Yes,No,No
8137,Male,20,17_to_25,Pedestrian,No,No,No
8138,Male,59,40_to_64,Driver,No,No,No
8139,Male,2,0_to_16,Pedestrian,No,No,No
8140,Male,65,65_to_74,Motorcycle rider,No,No,No
8141,Male,50,40_to_64,Motorcycle rider,No,No,No
8142,Female,45,40_to_64,Motorcycle pillion passenger,No,No,No
8143,Male,33,26_to_39,Motorcycle rider,No,No,No
8144,Male,91,75_or_older,Driver,No,No,No
8145,Female,81,75_or_older,Passenger,No,No,No
8146,Male,62,40_to_64,Motorcycle rider,No,No,No
8147,Male,45,40_to_64,Driver,No,No,No
8148,Female,48,40_to_64,Passenger,No,No,No
8149,Male,89,75_or_older,Driver,No,No,No
8150,Female,36,26_to_39,Pedestrian,No,No,No
8151,Male,34,26_to_39,Driver,No,No,Yes
8152,Male,49,40_to_64,Passenger,No,No,No
8153,Male,62,40_to_64,Driver,No,No,No
8154,Male,37,26_to_39,Driver,No,Yes,No
8155,Male,21,17_to_25,Motorcycle rider,No,No,No
8156,Male,51,40_to_64,Pedal cyclist,No,No,No
8157,Female,68,65_to_74,Passenger,No,No,No
8158,Male,40,40_to_64,Motorcycle rider,No,Yes,Yes
8159,Male,70,65_to_74,Driver,No,Yes,No
8160,Male,40,40_to_64,Motorcycle rider,No,No,No
8161,Male,40,40_to_64,Driver,No,No,No
8162,Male,22,17_to_25,Motorcycle rider,No,No,No
8163,Male,67,65_to_74,Pedal cyclist,No,No,No
8164,Female,54,40_to_64,Driver,No,No,No
8165,Male,32,26_to_39,Driver,No,No,No
8166,Male,43,40_to_64,Motorcycle rider,No,Yes,No
8167,Female,46,40_to_64,Driver,No,No,No
8168,Male,89,75_or_older,Driver,No,No,No
8169,Female,18,17_to_25,Driver,No,No,No
8170,Male,49,40_to_64,Passenger,No,No,Yes
8171,Female,79,75_or_older,Driver,No,No,No
8172,Male,40,40_to_64,Motorcycle rider,No,No,No
8173,Male,87,75_or_older,Driver,No,No,No
8174,Male,91,75_or_older,Pedestrian,No,No,No
8175,Male,19,17_to_25,Motorcycle rider,No,No,No
8176,Male,70,65_to_74,Pedestrian,No,No,No
8177,Male,46,40_to_64,Driver,No,No,No
8178,Female,79,75_or_older,Passenger,No,No,No
8179,Female,40,40_to_64,Motorcycle rider,No,No,No
8180,Female,55,40_to_64,Pedestrian,No,No,No
8181,Male,20,17_to_25,Passenger,No,No,No
8182,Male,45,40_to_64,Driver,No,Yes,No
8183,Male,91,75_or_older,Driver,No,No,No
8184,Male,58,40_to_64,Driver,No,No,No
8185,Male,39,26_to_39,Motorcycle rider,No,No,No
8186,Male,16,0_to_16,Pedal cyclist,No,No,No
8187,Female,48,40_to_64,Pedestrian,No,No,No
8188,Female,27,26_to_39,Driver,No,No,No
8189,Male,18,17_to_25,Passenger,No,No,No
8190,Male,30,26_to_39,Driver,No,No,No
8191,Male,44,40_to_64,Motorcycle rider,No,No,No
8192,Male,55,40_to_64,Pedal cyclist,No,No,No
8193,Female,101,75_or_older,Passenger,No,No,No
8194,Male,4,0_to_16,Pedestrian,No,No,No
8195,Male,77,75_or_older,Driver,No,No,Yes
8196,Male,68,65_to_74,Driver,No,Yes,No
8197,Male,26,26_to_39,Driver,No,No,No
8198,Male,22,17_to_25,Motorcycle rider,No,No,No
8199,Male,90,75_or_older,Driver,No,No,No
8200,Male,19,17_to_25,Pedestrian,No,Yes,No
8201,Male,89,75_or_older,Driver,No,No,No
8202,Male,54,40_to_64,Driver,No,No,No
8203,Male,43,40_to_64,Pedestrian,No,No,No
8204,Male,36,26_to_39,Driver,No,No,No
8205,Male,90,75_or_older,Passenger,No,No,No
8206,Female,11,0_to_16,Passenger,No,No,No
8207,Male,7,0_to_16,Passenger,No,No,No
8208,Female,43,40_to_64,Driver,No,No,No
8209,Female,85,75_or_older,Driver,No,No,No
8210,Female,30,26_to_39,Driver,No,No,No
8211,Male,22,17_to_25,Passenger,No,No,No
8212,Male,38,26_to_39,Passenger,Yes,No,No
8213,Male,38,26_to_39,Motorcycle rider,No,No,No
8214,Female,21,17_to_25,Driver,No,No,No
8215,Male,51,40_to_64,Driver,No,No,No
8216,Male,73,65_to_74,Driver,No,No,No
8217,Male,50,40_to_64,Driver,No,No,No
8218,Male,44,40_to_64,Motorcycle rider,No,No,No
8219,Male,66,65_to_74,Motorcycle rider,No,No,No
8220,Male,36,26_to_39,Motorcycle rider,No,No,No
8221,Female,44,40_to_64,Motorcycle rider,No,No,No
8222,Male,26,26_to_39,Motorcycle rider,No,No,No
8223,Male,91,75_or_older,Driver,No,No,No
8224,Male,50,40_to_64,Pedal cyclist,No,No,No
8225,Female,28,26_to_39,Passenger,No,No,No
8226,Male,68,65_to_74,Pedestrian,No,No,No
8227,Female,21,17_to_25,Pedestrian,No,No,No
8228,Female,22,17_to_25,Driver,No,No,No
8229,Male,32,26_to_39,Passenger,No,No,No
8230,Male,16,0_to_16,Passenger,Yes,No,No
8231,Male,31,26_to_39,Passenger,No,No,No
8232,Male,32,26_to_39,Motorcycle rider,No,No,No
8233,Male,17,17_to_25,Driver,No,No,No
8234,Male,22,17_to_25,Driver,No,No,No
8235,Male,19,17_to_25,Driver,No,No,No
8236,Male,46,40_to_64,Motorcycle rider,No,No,No
8237,Male,69,65_to_74,Motorcycle rider,No,No,No
8238,Male,48,40_to_64,Motorcycle rider,No,No,No
8239,Female,79,75_or_older,Driver,No,No,No
8240,Male,25,17_to_25,Motorcycle rider,No,No,Yes
8241,Male,19,17_to_25,Passenger,No,No,No
8242,Male,19,17_to_25,Passenger,No,No,No
8243,Male,27,26_to_39,Motorcycle rider,No,No,No
8244,Male,25,17_to_25,Passenger,No,No,No
8245,Male,40,40_to_64,Driver,No,No,Yes
8246,Male,19,17_to_25,Driver,No,No,No
8247,Male,27,26_to_39,Driver,No,No,No
8248,Male,70,65_to_74,Motorcycle rider,No,No,No
8249,Male,24,17_to_25,Pedal cyclist,No,No,No
8250,Male,56,40_to_64,Driver,No,No,No
8251,Male,47,40_to_64,Pedestrian,No,No,No
8252,Male,38,26_to_39,Driver,No,No,No
8253,Male,34,26_to_39,Motorcycle rider,No,No,No
8254,Male,18,17_to_25,Driver,No,Yes,No
8255,Male,33,26_to_39,Driver,No,No,No
8256,Male,64,40_to_64,Pedal cyclist,No,No,No
8257,Female,50,40_to_64,Driver,No,No,No
8258,Female,52,40_to_64,Passenger,No,No,Yes
8259,Male,77,75_or_older,Pedal cyclist,No,No,No
8260,Female,39,26_to_39,Driver,No,No,Yes
8261,Male,14,0_to_16,Passenger,No,No,Yes
8262,Male,29,26_to_39,Motorcycle rider,No,No,No
8263,Female,82,75_or_older,Driver,No,No,No
8264,Female,18,17_to_25,Driver,No,Yes,No
8265,Male,21,17_to_25,Driver,No,No,No
8266,Male,85,75_or_older,Pedestrian,No,No,No
8267,Male,40,40_to_64,Motorcycle rider,No,No,No
8268,Male,34,26_to_39,Driver,No,No,No
8269,Male,20,17_to_25,Driver,No,No,No
8270,Male,37,26_to_39,Driver,No,No,No
8271,Male,25,17_to_25,Driver,No,No,No
8272,Male,56,40_to_64,Driver,No,No,No
8273,Male,31,26_to_39,Driver,No,No,No
8274,Male,59,40_to_64,Driver,No,No,No
8275,Female,72,65_to_74,Passenger,No,Yes,No
8276,Male,72,65_to_74,Pedestrian,Yes,No,No
8277,Male,61,40_to_64,Motorcycle rider,No,No,No
8278,Female,75,75_or_older,Passenger,No,No,No
8279,Male,90,75_or_older,Passenger,No,No,No
8280,Female,48,40_to_64,Motorcycle rider,No,Yes,No
8281,Female,69,65_to_74,Passenger,No,No,No
8282,Male,66,65_to_74,Motorcycle rider,No,No,No
8283,Female,5,0_to_16,Pedestrian,No,Yes,No
8284,Female,75,75_or_older,Passenger,No,No,No
8285,Male,79,75_or_older,Driver,No,No,No
8286,Female,18,17_to_25,Passenger,No,No,No
8287,Male,69,65_to_74,Driver,No,No,No
8288,Male,58,40_to_64,Driver,No,No,No
8289,Male,19,17_to_25,Driver,No,No,No
8290,Male,39,26_to_39,Driver,No,No,No
8291,Male,27,26_to_39,Driver,No,No,No
8292,Male,39,26_to_39,Driver,No,No,Yes
8293,Male,32,26_to_39,Driver,No,No,Yes
8294,Male,35,26_to_39,Pedal cyclist,No,No,No
8295,Male,49,40_to_64,Driver,No,No,Yes
8296,Male,18,17_to_25,Driver,Yes,No,No
8297,Male,27,26_to_39,Driver,No,No,Yes
8298,Male,33,26_to_39,Motorcycle rider,No,No,No
8299,Male,54,40_to_64,Motorcycle rider,No,No,Yes
8300,Male,42,40_to_64,Driver,No,Yes,No
8301,Male,85,75_or_older,Driver,No,No,No
8302,Female,50,40_to_64,Pedestrian,No,No,No
8303,Female,75,75_or_older,Driver,No,No,No
8304,Male,30,26_to_39,Driver,No,No,No
8305,Male,66,65_to_74,Pedal cyclist,No,No,No
8306,Female,35,26_to_39,Pedal cyclist,No,No,Yes
8307,Male,64,40_to_64,Driver,No,No,No
8308,Male,32,26_to_39,Passenger,No,No,No
8309,Male,76,75_or_older,Driver,No,No,No
8310,Male,35,26_to_39,Motorcycle rider,No,Yes,No
8311,Female,30,26_to_39,Passenger,No,No,No
8312,Male,64,40_to_64,Motorcycle rider,No,No,No
8313,Female,55,40_to_64,Driver,No,No,No
8314,Male,56,40_to_64,Motorcycle rider,No,No,No
8315,Male,43,40_to_64,Driver,No,No,No
8316,Male,22,17_to_25,Passenger,No,No,Yes
8317,Male,30,26_to_39,Motorcycle rider,No,No,No
8318,Female,28,26_to_39,Passenger,No,No,No
8319,Male,33,26_to_39,Pedestrian,No,No,No
8320,Male,20,17_to_25,Passenger,No,No,No
8321,Male,22,17_to_25,Passenger,No,No,No
8322,Male,18,17_to_25,Driver,No,No,No
8323,Male,24,17_to_25,Driver,No,No,No
8324,Male,75,75_or_older,Pedestrian,No,No,No
8325,Female,50,40_to_64,Motorcycle pillion passenger,No,No,No
8326,Male,65,65_to_74,Passenger,No,No,No
8327,Female,27,26_to_39,Driver,No,No,No
8328,Male,47,40_to_64,Motorcycle rider,No,No,No
8329,Male,51,40_to_64,Motorcycle rider,No,No,No
8330,Male,18,17_to_25,Driver,No,No,No
8331,Female,17,17_to_25,Passenger,No,No,No
8332,Female,35,26_to_39,Driver,No,No,No
8333,Male,19,17_to_25,Driver,No,No,No
8334,Female,18,17_to_25,Passenger,No,No,No
8335,Male,52,40_to_64,Pedestrian,No,No,No
8336,Female,3,0_to_16,Pedestrian,No,No,No
8337,Female,25,17_to_25,Driver,No,No,No
8338,Male,39,26_to_39,Motorcycle rider,No,No,No
8339,Male,34,26_to_39,Driver,No,No,No
8340,Male,56,40_to_64,Driver,No,No,Yes
8341,Male,63,40_to_64,Driver,No,No,No
8342,Male,61,40_to_64,Motorcycle rider,Yes,No,No
8343,Male,16,0_to_16,Motorcycle rider,No,No,No
8344,Male,85,75_or_older,Driver,No,No,No
8345,Male,72,65_to_74,Passenger,No,No,Yes
8346,Male,59,40_to_64,Driver,No,No,Yes
8347,Male,27,26_to_39,Passenger,No,No,No
8348,Male,28,26_to_39,Driver,No,Yes,No
8349,Male,21,17_to_25,Driver,No,No,Yes
8350,Female,50,40_to_64,Driver,No,No,No
8351,Male,47,40_to_64,Motorcycle rider,No,No,No
8352,Male,53,40_to_64,Driver,No,No,No
8353,Male,44,40_to_64,Driver,No,No,No
8354,Male,52,40_to_64,Motorcycle rider,No,No,No
8355,Male,22,17_to_25,Motorcycle rider,No,No,No
8356,Male,34,26_to_39,Motorcycle rider,No,No,No
8357,Male,16,0_to_16,Passenger,No,No,No
8358,Female,49,40_to_64,Driver,No,No,No
8359,Male,7,0_to_16,Passenger,No,No,No
8360,Male,32,26_to_39,Driver,No,No,No
8361,Male,13,0_to_16,Pedestrian,No,No,No
8362,Male,54,40_to_64,Motorcycle rider,No,No,No
8363,Male,3,0_to_16,Pedestrian,No,No,No
8364,Male,73,65_to_74,Motorcycle rider,No,No,No
8365,Female,20,17_to_25,Driver,No,No,No
8366,Male,17,17_to_25,Motorcycle rider,No,No,No
8367,Male,7,0_to_16,Pedestrian,No,No,No
8368,Male,22,17_to_25,Motorcycle rider,No,No,No
8369,Male,43,40_to_64,Passenger,No,No,No
8370,Male,39,26_to_39,Driver,No,No,No
8371,Male,74,65_to_74,Pedal cyclist,No,No,No
8372,Male,81,75_or_older,Pedestrian,No,No,No
8373,Male,35,26_to_39,Driver,No,No,No
8374,Male,91,75_or_older,Driver,No,No,No
8375,Male,79,75_or_older,Driver,No,No,No
8376,Male,46,40_to_64,Driver,No,No,Yes
8377,Male,19,17_to_25,Driver,No,No,No
8378,Male,23,17_to_25,Motorcycle rider,No,No,No
8379,Male,15,0_to_16,Driver,No,No,Yes
8380,Male,50,40_to_64,Pedal cyclist,No,No,No
8381,Male,18,17_to_25,Driver,No,No,No
8382,Female,31,26_to_39,Pedestrian,No,No,No
8383,Female,84,75_or_older,Passenger,No,No,No
8384,Male,80,75_or_older,Pedestrian,No,Yes,No
8385,Male,58,40_to_64,Driver,No,Yes,No
8386,Male,49,40_to_64,Driver,No,No,Yes
8387,Male,25,17_to_25,Passenger,No,No,No
8388,Male,45,40_to_64,Driver,No,Yes,No
8389,Male,38,26_to_39,Driver,No,No,No
8390,Male,21,17_to_25,Passenger,No,No,No
8391,Male,62,40_to_64,Driver,No,No,No
8392,Male,55,40_to_64,Driver,No,No,No
8393,Male,22,17_to_25,Pedestrian,Yes,No,No
8394,Male,40,40_to_64,Passenger,No,No,No
8395,Male,40,40_to_64,Driver,No,No,No
8396,Male,41,40_to_64,Driver,No,No,No
8397,Female,85,75_or_older,Driver,No,No,No
8398,Male,78,75_or_older,Driver,No,No,No
8399,Male,22,17_to_25,Motorcycle rider,No,No,No
8400,Male,36,26_to_39,Motorcycle rider,No,Yes,No
8401,Female,86,75_or_older,Passenger,No,No,No
8402,Male,33,26_to_39,Motorcycle rider,No,No,No
8403,Male,34,26_to_39,Passenger,No,No,No
8404,Male,15,0_to_16,Pedestrian,No,No,No
8405,Male,15,0_to_16,Pedestrian,No,No,No
8406,Female,21,17_to_25,Driver,No,No,No
8407,Male,20,17_to_25,Passenger,No,No,No
8408,Male,21,17_to_25,Driver,No,No,Yes
8409,Female,59,40_to_64,Driver,No,No,No
8410,Male,43,40_to_64,Motorcycle rider,No,No,No
8411,Male,83,75_or_older,Passenger,No,No,No
8412,Female,61,40_to_64,Driver,No,No,No
8413,Female,68,65_to_74,Driver,No,No,No
8414,Male,47,40_to_64,Motorcycle rider,No,No,No
8415,Male,20,17_to_25,Driver,No,No,No
8416,Male,30,26_to_39,Motorcycle rider,No,No,No
8417,Male,34,26_to_39,Motorcycle rider,No,No,No
8418,Male,22,17_to_25,Driver,No,No,No
8419,Female,22,17_to_25,Driver,No,No,No
8420,Male,32,26_to_39,Driver,No,No,No
8421,Male,75,75_or_older,Pedestrian,No,No,No
8422,Male,2,0_to_16,Pedestrian,No,No,No
8423,Male,25,17_to_25,Driver,No,Yes,No
8424,Male,76,75_or_older,Driver,No,No,No
8425,Female,64,40_to_64,Passenger,No,No,No
8426,Male,62,40_to_64,Driver,No,No,No
8427,Female,18,17_to_25,Passenger,No,No,No
8428,Female,36,26_to_39,Driver,No,No,No
8429,Male,45,40_to_64,Motorcycle rider,No,Yes,No
8430,Male,34,26_to_39,Motorcycle rider,No,No,No
8431,Male,24,17_to_25,Motorcycle rider,No,No,No
8432,Male,38,26_to_39,Driver,No,No,No
8433,Male,59,40_to_64,Driver,No,No,Yes
8434,Female,39,26_to_39,Driver,No,Yes,No
8435,Male,59,40_to_64,Driver,No,No,Yes
8436,Male,82,75_or_older,Driver,Yes,No,No
8437,Male,56,40_to_64,Driver,No,No,No
8438,Male,88,75_or_older,Passenger,No,No,No
